Country,Country_ID,City,IndicatorCode,Continent,Date,Prevalence,Disease_ID,Continent_Name,City_URL
Haiti,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16660,,https://w3id.org/ohboi#P40,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2020,0.21,http://purl.obolibrary.org/obo/DOID_2996,America,
Haiti,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16660,,https://w3id.org/ohboi#P175,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2002,0.479,http://purl.obolibrary.org/obo/DOID_3131,America,
Honduras,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16694,,https://w3id.org/ohboi#P179,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26277,01/01/2000,0.267,http://purl.obolibrary.org/obo/DOID_3135,America,
Hungary,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16699,,https://w3id.org/ohboi#P233,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2000,0.04,http://purl.obolibrary.org/obo/DOID_3189,Europe,
Iceland,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16704,,https://w3id.org/ohboi#P159,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2003,0.0023,http://purl.obolibrary.org/obo/DOID_3115,Europe,
India,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16727,,https://w3id.org/ohboi#P232,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2000,0.683,http://purl.obolibrary.org/obo/DOID_3188,Asia,
Indonesia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16728,,https://w3id.org/ohboi#P239,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2000,0.411,http://purl.obolibrary.org/obo/DOID_3195,Asia,
Iran (Islamic Republic of),http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16755,,https://w3id.org/ohboi#P94,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2018,0.017,http://purl.obolibrary.org/obo/DOID_3050,Asia,
Ireland,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16757,,https://w3id.org/ohboi#P129,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2004,0.013,http://purl.obolibrary.org/obo/DOID_3085,Europe,
Japan,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16764,,https://w3id.org/ohboi#P13,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2021,0.012,http://purl.obolibrary.org/obo/DOID_2969,Asia,
Japan,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16764,,https://w3id.org/ohboi#P235,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2000,0.041,http://purl.obolibrary.org/obo/DOID_3191,Asia,
Jordan,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16765,,https://w3id.org/ohboi#P108,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2009,0.0089,http://purl.obolibrary.org/obo/DOID_3064,Asia,
Kazakhstan,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20107,,https://w3id.org/ohboi#P48,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2019,0.098,http://purl.obolibrary.org/obo/DOID_3004,Europe,
Kazakhstan,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20107,,https://w3id.org/ohboi#P158,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2003,0.469,http://purl.obolibrary.org/obo/DOID_3114,Europe,
Kazakhstan,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20107,,https://w3id.org/ohboi#P169,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2002,0.456,http://purl.obolibrary.org/obo/DOID_3125,Europe,
Kazakhstan,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20107,,https://w3id.org/ohboi#P195,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2000,0.375,http://purl.obolibrary.org/obo/DOID_3151,Europe,
Kiribati,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16639,,https://w3id.org/ohboi#P177,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16311,01/01/2002,0.328,http://purl.obolibrary.org/obo/DOID_3133,Australia,
Kiribati,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16639,,https://w3id.org/ohboi#P240,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16311,01/01/2000,0.457,http://purl.obolibrary.org/obo/DOID_3196,Australia,
Kuwait,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16775,,https://w3id.org/ohboi#P219,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16311,01/01/2000,0.035,http://purl.obolibrary.org/obo/DOID_3175,Australia,
Kyrgyzstan,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16771,,https://w3id.org/ohboi#P82,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2018,0.135,http://purl.obolibrary.org/obo/DOID_3038,Europe,
Kyrgyzstan,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16771,,https://w3id.org/ohboi#P141,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2003,0.176,http://purl.obolibrary.org/obo/DOID_3097,Europe,
Kyrgyzstan,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16771,,https://w3id.org/ohboi#P184,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2000,0.175,http://purl.obolibrary.org/obo/DOID_3140,Europe,
Lao People's Democratic Republic,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16780,,https://w3id.org/ohboi#P31,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2020,0.213,http://purl.obolibrary.org/obo/DOID_2987,Asia,
Lao People's Democratic Republic,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16780,,https://w3id.org/ohboi#P230,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2000,0.656,http://purl.obolibrary.org/obo/DOID_3186,Asia,
Latvia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16783,,https://w3id.org/ohboi#P255,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2000,0.11,http://purl.obolibrary.org/obo/DOID_3211,Europe,
Lebanon,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16784,,https://w3id.org/ohboi#P89,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2018,0.015,http://purl.obolibrary.org/obo/DOID_3045,Africa,
Lebanon,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16784,,https://w3id.org/ohboi#P186,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.018,http://purl.obolibrary.org/obo/DOID_3142,Africa,
Lesotho,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16787,,https://w3id.org/ohboi#P127,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2004,2.15,http://purl.obolibrary.org/obo/DOID_3083,Africa,
Liberia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16791,,https://w3id.org/ohboi#P170,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2002,0.336,http://purl.obolibrary.org/obo/DOID_3126,Africa,
Lithuania,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16799,,https://w3id.org/ohboi#P20,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2021,0.03,http://purl.obolibrary.org/obo/DOID_2976,Europe,
Lithuania,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16799,,https://w3id.org/ohboi#P118,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2008,0.086,http://purl.obolibrary.org/obo/DOID_3074,Europe,
Lithuania,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16799,,https://w3id.org/ohboi#P121,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2006,0.095,http://purl.obolibrary.org/obo/DOID_3077,Europe,
Lithuania,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16799,,https://w3id.org/ohboi#P247,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2000,0.098,http://purl.obolibrary.org/obo/DOID_3203,Europe,
Luxembourg,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16803,Luxembourg,https://w3id.org/ohboi#P56,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2019,0.01,http://purl.obolibrary.org/obo/DOID_3012,Europe,https://w3id.org/ohboi#Luxembourg
Luxembourg,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16803,Luxembourg,https://w3id.org/ohboi#P137,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2003,0.016,http://purl.obolibrary.org/obo/DOID_3093,Europe,https://w3id.org/ohboi#Luxembourg
Madagascar,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16808,,https://w3id.org/ohboi#P95,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2010,0.348,http://purl.obolibrary.org/obo/DOID_3051,Africa,
Madagascar,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16808,,https://w3id.org/ohboi#P176,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2002,0.426,http://purl.obolibrary.org/obo/DOID_3132,Africa,
Madagascar,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16808,,https://w3id.org/ohboi#P216,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.454,http://purl.obolibrary.org/obo/DOID_3172,Africa,
Malawi,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16813,,https://w3id.org/ohboi#P106,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2010,0.87,http://purl.obolibrary.org/obo/DOID_3062,Africa,
Malawi,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16813,,https://w3id.org/ohboi#P241,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,1.1,http://purl.obolibrary.org/obo/DOID_3197,Africa,
Malaysia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16814,,https://w3id.org/ohboi#P68,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2019,0.106,http://purl.obolibrary.org/obo/DOID_3024,Asia,
Malaysia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16814,,https://w3id.org/ohboi#P115,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2008,0.081,http://purl.obolibrary.org/obo/DOID_3071,Asia,
Maldives,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16815,,https://w3id.org/ohboi#P103,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2010,0.04,http://purl.obolibrary.org/obo/DOID_3059,Asia,
Malta,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16817,,https://w3id.org/ohboi#P17,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2021,0.014,http://purl.obolibrary.org/obo/DOID_2973,Europe,
Malta,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16817,,https://w3id.org/ohboi#P90,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2018,0.015,http://purl.obolibrary.org/obo/DOID_3046,Europe,
Marshall Islands,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16822,,https://w3id.org/ohboi#P139,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16311,01/01/2003,0.151,http://purl.obolibrary.org/obo/DOID_3095,Australia,
Marshall Islands,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16822,,https://w3id.org/ohboi#P246,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16311,01/01/2000,0.087,http://purl.obolibrary.org/obo/DOID_3202,Australia,
Mauritania,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16826,,https://w3id.org/ohboi#P62,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2019,0.127,http://purl.obolibrary.org/obo/DOID_3018,Africa,
Mauritius,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16827,,https://w3id.org/ohboi#P92,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2018,0.017,http://purl.obolibrary.org/obo/DOID_3048,Africa,
Mauritius,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16827,,https://w3id.org/ohboi#P136,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2003,0.019,http://purl.obolibrary.org/obo/DOID_3092,Africa,
Mauritius,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16827,,https://w3id.org/ohboi#P191,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.023,http://purl.obolibrary.org/obo/DOID_3147,Africa,
Micronesia (Federated States of),http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17881,,https://w3id.org/ohboi#P78,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16311,01/01/2018,0.138,http://purl.obolibrary.org/obo/DOID_3034,Australia,
Monaco,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16874,Monaco,https://w3id.org/ohboi#P1,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2021,0,http://purl.obolibrary.org/obo/DOID_2957,Europe,https://w3id.org/ohboi#Monaco
Monaco,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16874,Monaco,https://w3id.org/ohboi#P24,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2020,0,http://purl.obolibrary.org/obo/DOID_2980,Europe,https://w3id.org/ohboi#Monaco
Monaco,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16874,Monaco,https://w3id.org/ohboi#P98,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2010,0.004,http://purl.obolibrary.org/obo/DOID_3054,Europe,https://w3id.org/ohboi#Monaco
Montenegro,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64378,,https://w3id.org/ohboi#P32,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2020,0.017,http://purl.obolibrary.org/obo/DOID_2988,Europe,
Morocco,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16878,,https://w3id.org/ohboi#P69,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2019,0.112,http://purl.obolibrary.org/obo/DOID_3025,Africa,
Mozambique,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16882,,https://w3id.org/ohboi#P231,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.484,http://purl.obolibrary.org/obo/DOID_3187,Africa,
Namibia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16891,,https://w3id.org/ohboi#P258,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,1.69,http://purl.obolibrary.org/obo/DOID_3214,Africa,
Nauru,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16896,,https://w3id.org/ohboi#P107,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16311,01/01/2010,0.039,http://purl.obolibrary.org/obo/DOID_3063,Australia,
Nepal,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16901,,https://w3id.org/ohboi#P100,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26273,01/01/2010,0.485,http://purl.obolibrary.org/obo/DOID_3056,Asia,
Netherlands,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16903,,https://w3id.org/ohboi#P251,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26274,01/01/2000,0.01,http://purl.obolibrary.org/obo/DOID_3207,Europe,
New Zealand,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16914,,https://w3id.org/ohboi#P49,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16311,01/01/2019,0.0083,http://purl.obolibrary.org/obo/DOID_3005,Australia,
New Zealand,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16914,,https://w3id.org/ohboi#P112,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16311,01/01/2008,0.0091,http://purl.obolibrary.org/obo/DOID_3068,Australia,
Niger,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16916,,https://w3id.org/ohboi#P60,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2019,0.12,http://purl.obolibrary.org/obo/DOID_3016,Africa,
Niger,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16916,,https://w3id.org/ohboi#P146,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2003,0.297,http://purl.obolibrary.org/obo/DOID_3102,Africa,
Niger,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16916,,https://w3id.org/ohboi#P204,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.393,http://purl.obolibrary.org/obo/DOID_3160,Africa,
Nigeria,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16917,,https://w3id.org/ohboi#P210,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26272,01/01/2000,0.311,http://purl.obolibrary.org/obo/DOID_3166,Africa,
